Event_id,cause_of_death,CartoDB_Cause_of_death,dataset,date,Year,dead,missing,dead_and_missing,description,location,latitude,longitude,"latitude, longitude",name,source,source_url
1039,drowned,drowning or exhaustion related death,United,2002-12-01T00:00:00Z,2002,0,0,4,"drowned, vessel capsized, bodies found near or on a beach near Cadiz (E) (Dec 1, 2002)",cadiz,36.527061,-6.288596,"36.527061, -6.288596","Event at Cadiz on Dec 01, 2002",MNS/MUGAK,
1040,drowned,drowning or exhaustion related death,United,2002-11-29T00:00:00Z,2002,0,0,32,"drowned, when boat sank between Western Sahara (MA) and Canarian Islands (E) (Nov 29, 2002). From Del Grande's data set (translated): Shipwreck off Laayoun, 32 bodies recovered (Dec 1, 2002)",laayoun,27.153611,-13.203333,"27.153611, -13.203333","Event at Laayoun on Nov 29, 2002",VK/AFP,http://www.repubblica.it/online/cronaca/sbarcotre/libia/libia.html
1041,drowned,drowning or exhaustion related death,United,2002-11-29T00:00:00Z,2002,0,0,56,"reportedly drowned, boat shipwrecked near coast of Tripoli (Libya)  going to Italy (Nov 29, 2002). From Del Grande's data set (translated): Shipwreck off the coast of Libya, 12 dead and 56 missing (Dec 1, 2002)",tripoli,32.876174,13.187507,"32.876174, 13.187507","Event at Tripoli on Nov 29, 2002",VK/MNS/DPA,http://www.repubblica.it/online/cronaca/sbarcotre/libia/libia.html
1042,drowned,drowning or exhaustion related death,United,2002-11-29T00:00:00Z,2002,0,0,12,"drowned, boat shipwrecked near coast of Tripoli (Libya)  going to Italy (Nov 29, 2002)",tripoli,32.876174,13.187507,"32.876174, 13.187507","Event at Tripoli on Nov 29, 2002",VK/MNS/DPA,
1043,drowned,drowning or exhaustion related death,United,2002-11-12T00:00:00Z,2002,0,0,4,"reportedly, drowned when dinghy capsized near Larache off Moroccan coast (Nov 12, 2002)",larache,35.183333,-6.15,"35.183333, -6.15","Event at Larache on Nov 12, 2002",AFP,
1044,drowned,drowning or exhaustion related death,United,2002-11-12T00:00:00Z,2002,0,0,2,"drowned when inflatable dinghy capsized near Larache off Moroccos coast (Nov 12, 2002)",larache,35.183333,-6.15,"35.183333, -6.15","Event at Larache on Nov 12, 2002",AFP,
1045,drowned,drowning or exhaustion related death,United,2002-11-05T00:00:00Z,2002,0,0,1,"drowned, corpse was found at the shore of Menderes district (TR) (Nov 5, 2002)",menderes,38.244854,27.13824,"38.244854, 27.13824","Event at Menderes on Nov 05, 2002",HRFT,
1046,drowned,drowning or exhaustion related death,United,2002-11-02T00:00:00Z,2002,0,0,1,"reportedly drowned, tried to reach Otranto (I) in a overcrowded dinghy (Nov 2, 2002)",otranto,40.143898,18.491168,"40.143898, 18.491168","Event at Otranto on Nov 02, 2002",MNS/CNN/AFP/DPA/Vita,
1047,drowned,drowning or exhaustion related death,United,2002-11-02T00:00:00Z,2002,0,0,6,"dead bodies found in Otranto (I) attached to their dinghy with a rope (Nov 2, 2002)",otranto,40.143898,18.491168,"40.143898, 18.491168","Event at Otranto on Nov 02, 2002",AFP/MNS/CNN/DPA/Statewatch/Vita,
1048,drowned,drowning or exhaustion related death,United,2002-10-20T00:00:00Z,2002,0,0,2,"drowned, bodies found off the northeastern coast of Lesbos (GR) (Oct 20, 2002)",lesbos,39.16408,26.372171,"39.16408, 26.372171","Event at Lesbos on Oct 20, 2002",MNS,
1049,drowned,drowning or exhaustion related death,United,2002-10-15T00:00:00Z,2002,0,0,6,"drowned, bodies found near Lesbos (GR) all six where wearing life vests (Oct 15, 2002). From Del Grande's data set (translated): Recovered off the island of Lesbos corpses of drowned 6, including 3 children (Oct 16, 2002)",lesbos,39.16408,26.372171,"39.16408, 26.372171","Event at Lesbos on Oct 15, 2002",MNS/NCAs,http://dea.ansa.it/
1050,drowned,drowning or exhaustion related death,United,2002-10-09T00:00:00Z,2002,0,0,2,"drowned, ship capsized off Turkey's western coast on its way to Greece (Oct 9, 2002)",Turkey to Greece,38.652771,26.613007,"38.652771, 26.613007","Event at Turkey To Greece on Oct 09, 2002",AFP,
1051,drowned,drowning or exhaustion related death,United,2002-10-09T00:00:00Z,2002,0,0,7,"reportedly drowned, ship capsized off Turkey's western coast on way to GR (Oct 9, 2002). From Del Grande's data set (translated): Live in Greece boat is shipwrecked off the coast of Didymus, 9 dead (Oct 10, 2002)","Didymus, Greece",39,25,"39, 25","Event at Didymus, Greece on Oct 09, 2002",AFP,http://dea.ansa.it/
1052,drowned,drowning or exhaustion related death,United,2002-10-05T00:00:00Z,2002,0,0,5,"missing, after boat sank near Antigua (Canary Islands, E) (Oct 5, 2002)",canary,28.291564,-16.62913,"28.291564, -16.62913","Event at Canary on Oct 05, 2002",MNS,
1053,drowned,drowning or exhaustion related death,United,2002-10-05T00:00:00Z,2002,0,0,1,"drowned, body found off the coast of Tuineje (Fuerteventura, E) (Oct 5, 2002)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676","Event at Fuerteventura on Oct 05, 2002",MNS,
1054,drowned,drowning or exhaustion related death,United,2002-10-04T00:00:00Z,2002,0,0,7,"reportedly drowned when their boat capsized off the Spanish coast (Oct 4, 2002)",Africa to Spain,35.010802,-7.514648,"35.010802, -7.514648","Event at Africa To Spain on Oct 04, 2002",IRR,
1055,drowned,drowning or exhaustion related death,United,2002-10-04T00:00:00Z,2002,0,0,6,"drowned after their boat capsized off the Spanish coastline (Oct 4, 2002)",Africa to Spain,35.010802,-7.514648,"35.010802, -7.514648","Event at Africa To Spain on Oct 04, 2002",IRR,
1056,drowned,drowning or exhaustion related death,United,2002-10-01T00:00:00Z,2002,0,0,9,"drowned when overloaded boat capsized near Cadiz (E) (Oct 1, 2002)",cadiz,36.527061,-6.288596,"36.527061, -6.288596","Event at Cadiz on Oct 01, 2002",Freies Wort,
1057,drowned,drowning or exhaustion related death,United,2002-01-20T00:00:00Z,2002,0,0,16,"reportedly drowned, vessel capsized off the coast of Pozo Negro, Canary Islands (E) (Jan 20, 2002)",canary,28.291564,-16.62913,"28.291564, -16.62913","Event at Canary on Jan 20, 2002",MNS,
1058,drowned,drowning or exhaustion related death,United,2002-01-11T00:00:00Z,2002,0,0,44,"drowned after boat sank on the way from Bodrum (TR) to Kos (GR) (Jan 11, 2002)",kos,36.799851,27.102943,"36.799851, 27.102943","Event at Kos on Jan 11, 2002",IRR/TL/Vita,
1059,drowned,drowning or exhaustion related death,United,2002-01-09T00:00:00Z,2002,0,0,12,"missing, after boat sank while trying to reach Mayotte Island (F) from Comoros Islands  (Jan 9, 2002)",mayotte,-12.8275,45.166244,"-12.8275, 45.166244","Event at Mayotte on Jan 09, 2002",AFP,
1060,drowned,drowning or exhaustion related death,United,2002-01-09T00:00:00Z,2002,0,0,8,"drowned, after boat sank while trying to reach Mayotte Island (F) from Comoros Islands  (Jan 9, 2002)",mayotte,-12.8275,45.166244,"-12.8275, 45.166244","Event at Mayotte on Jan 09, 2002",AFP,
1061,drowned,drowning or exhaustion related death,United,2002-01-09T00:00:00Z,2002,0,0,9,"drowned, after a boat with 42 migrants sank off the coast of Barbate (E) (Jan 9, 2002)",barbate,36.19002,-5.92248,"36.19002, -5.92248","Event at Barbate on Jan 09, 2002",IRR,
1062,drowned,drowning or exhaustion related death,United,2002-01-09T00:00:00Z,2002,0,0,9,"drowned after small boat capsized near Tunisian coast on its way to Sicily (I)  (Jan 9, 2002)",tunis,36.81881,10.16596,"36.81881, 10.16596","Event at Tunis on Jan 09, 2002",AP/Tagesspiegel,
1063,drowned,drowning or exhaustion related death,United,2002-01-09T00:00:00Z,2002,0,0,1,"drowned, body was discovered by a fisherman in the western Peloponnese (GR) (Jan 9, 2002)","Peloponnese, greece",37.349722,22.352222,"37.349722, 22.352222","Event at Peloponnese, Greece on Jan 09, 2002",IRR,
1064,drowned,drowning or exhaustion related death,United,2002-01-08T00:00:00Z,2002,0,0,13,"drowned after boat capsized, body found on a beach near Kenitra (MA) (Jan 8, 2002)",kenitra,34.264061,-6.578296,"34.264061, -6.578296","Event at Kenitra on Jan 08, 2002",Trouw,
1065,drowned,drowning or exhaustion related death,United,2002-01-08T00:00:00Z,2002,0,0,11,"drowned, after ship capsized 200 meters from south coast of Sicily (I) (Jan 8, 2002)",sicily,37.599994,14.015356,"37.599994, 14.015356","Event at Sicily on Jan 08, 2002",SP,
1066,drowned,drowning or exhaustion related death,United,2002-01-08T00:00:00Z,2002,0,0,3,"drowned, after ship capsized 200 meters from coast of Sicily (I) (Jan 8, 2002)",sicily,37.599994,14.015356,"37.599994, 14.015356","Event at Sicily on Jan 08, 2002",SP,
1067,drowned,drowning or exhaustion related death,United,2002-01-08T00:00:00Z,2002,0,0,2,"drowned, were abandoned near Greek coast in boat that later capsized  (Jan 8, 2002)",Turkey to Greece,38.652771,26.613007,"38.652771, 26.613007","Event at Turkey To Greece on Jan 08, 2002",IRR,
1068,drowned,drowning or exhaustion related death,United,2002-01-08T00:00:00Z,2002,0,0,1,"drowned, was abandoned near Greek coast in a boat that later capsized  (Jan 8, 2002)",Turkey to Greece,38.652771,26.613007,"38.652771, 26.613007","Event at Turkey To Greece on Jan 08, 2002",IRR,
1069,drowned,drowning or exhaustion related death,United,2002-01-07T00:00:00Z,2002,0,0,17,"reportedly drowned, forced by smugglers to swim ashore near Tarifa (E) (Jan 7, 2002)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Jan 07, 2002",VK/Reu/The News/MNS,
1070,drowned,drowning or exhaustion related death,United,2002-01-07T00:00:00Z,2002,0,0,2,"pregnant, drowned, forced by smugglers to swim ashore near Tarifa (E) (Jan 7, 2002)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Jan 07, 2002",VK/Reu/The News/MNS/HRA/MUGAK,
1071,drowned,drowning or exhaustion related death,United,2002-01-07T00:00:00Z,2002,0,0,11,"drowned, forced by smugglers to swim ashore near Tarifa (E) (Jan 7, 2002)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Jan 07, 2002",VK/Reu/The News/MNS/HRA/MUGAK,
1072,drowned,drowning or exhaustion related death,United,2002-01-06T00:00:00Z,2002,0,0,4,"reportedly drowned, small boat wrecked off coast of Fuerteventura (E) (Jan 6, 2002)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676","Event at Fuerteventura on Jan 06, 2002",IRR,
1073,drowned,drowning or exhaustion related death,United,2002-01-06T00:00:00Z,2002,0,0,1,"drowned, small boat with 19 migrants was wrecked off the coast of Fuerteventura (E) (Jan 6, 2002)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676","Event at Fuerteventura on Jan 06, 2002",IRR,
1074,drowned,drowning or exhaustion related death,United,2002-01-04T00:00:00Z,2002,0,0,1,"reported missing after he jumped off a ship in the Corinthian Gulf (GR) (Jan 4, 2002)","Corinthia, greece",38.002298,22.524509,"38.002298, 22.524509","Event at Corinthia, Greece on Jan 04, 2002",IRR,
1075,drowned,drowning or exhaustion related death,United,2002-01-04T00:00:00Z,2002,0,0,1,"jumped off a ship in the Corinthian Gulf (GR) died several hours later in a hospital (Jan 4, 2002)","Corinthia, greece",38.002298,22.524509,"38.002298, 22.524509","Event at Corinthia, Greece on Jan 04, 2002",IRR,
1076,drowned,drowning or exhaustion related death,United,2002-01-02T00:00:00Z,2002,0,0,11,"drowned off Lanzarote, Canary Islands (E) after boat shipwrecked on reefs (Jan 2, 2002)",lanzarote,29.046854,-13.589973,"29.046854, -13.589973","Event at Lanzarote on Jan 02, 2002",IRR,
1077,drowned,drowning or exhaustion related death,United,2001-09-11T00:00:00Z,2001,0,0,7,"reportedly drowned after shipwreck near Fuerteventura (E) (Sep 11, 2001)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676","Event at Fuerteventura on Sep 11, 2001",MUGAK,
1078,drowned,drowning or exhaustion related death,United,2001-09-08T00:00:00Z,2001,0,0,13,"drowned, bodies washed ashore near Rabat (MA) after shipwreck (Sep 8, 2001)",rabat,34.015049,-6.83272,"34.015049, -6.83272","Event at Rabat on Sep 08, 2001",MNS/AP/IRR/ODP,
1079,drowned,drowning or exhaustion related death,United,2001-09-08T00:00:00Z,2001,0,0,41,"reportedly drowned, missing after shipwreck near Rabat (MA) (Sep 8, 2001). From Del Grande's data set (translated): Shipwreck off the coast of Kenitra, 13 dead and 46 missing (Sep 8, 2001)",kenitra,34.264061,-6.578296,"34.264061, -6.578296","Event at Kenitra on Sep 08, 2001",MNS/AP/IRR/ODP,http://www.guardian.co.uk/international/story/0
1080,drowned,drowning or exhaustion related death,United,2001-09-07T00:00:00Z,2001,0,0,1,"drowned on his way to Spain, found near the beach of Bolonia in Tarifa (E) (Sep 7, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Sep 07, 2001",MNS/ODP,
1081,drowned,drowning or exhaustion related death,United,2001-08-22T00:00:00Z,2001,0,0,9,"drowned, thrown overboard by smugglers near Canary Island of Lobos (E) (Aug 22, 2001). From Del Grande's data set (translated): Landing in the Canary Islands, the smugglers throw passengers overboard to avoid arrest, 9 drowned (Aug 24, 2001)",canary,28.291564,-16.62913,"28.291564, -16.62913","Event at Canary on Aug 22, 2001",MNS/AP,http://www.elpais.com/articulo/espana/inmigrantes/ahogan/ser/arrojados/borda/patera/elpepiesp/20010824elpepinac_1/Tes
1082,drowned,drowning or exhaustion related death,United,2001-08-21T00:00:00Z,2001,0,0,4,"drowned, forced to swim ashore in Almeria (E) but did not know how to swim  (Aug 21, 2001)","Almeria, Spain",36.834047,-2.463714,"36.834047, -2.463714","Event at Almeria, Spain on Aug 21, 2001",MNS/AP,
1083,drowned,drowning or exhaustion related death,United,2001-08-19T00:00:00Z,2001,0,0,1,"drowned on her way to Spain, found north of Cabo de Tres Forcas (MA) (Aug 19, 2001)","Cabo de Tres Forcas, Morocco",35.435,-2.993611,"35.435, -2.993611","Event at Cabo De Tres Forcas, Morocco on Aug 19, 2001",MNS,
1084,drowned,drowning or exhaustion related death,United,2001-08-18T00:00:00Z,2001,0,0,3,"reportedly drowned, boat sank off Fuerteventura (Canary Island, E) (Aug 18, 2001)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676","Event at Fuerteventura on Aug 18, 2001",MNS,
1085,drowned,drowning or exhaustion related death,United,2001-08-18T00:00:00Z,2001,0,0,2,"drowned when boat sank off Fuerteventura (Canary Island, E) (Aug 18, 2001)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676","Event at Fuerteventura on Aug 18, 2001",MNS,
1086,drowned,drowning or exhaustion related death,United,2001-08-17T00:00:00Z,2001,0,0,1,"body found during police operations near the coasts of Tarifa, Ceuta and Fuertev. (E) (Aug 17, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Aug 17, 2001",OBP,
1087,drowned,drowning or exhaustion related death,United,2001-08-07T00:00:00Z,2001,0,0,11,"reportedly drowned, boat was found drifting (E) (Aug 7, 2001). From Del Grande's data set (translated): A boat adrift for five days and no more food on board is finally rescued off the coast of Almeria. Appeal lacks 11 of the 30 passengers. According to the relatives of the victims were thrown overboard by his companions after a brawl on board (Aug 8, 2001)",almeria,36.834047,-2.463714,"36.834047, -2.463714","Event at Almeria on Aug 07, 2001",ODP,http://www.elpais.com/articulo/espana/patera/perdida/durante/dias/atraca/ocupantes/multiples/peleas/bordo/elpepuesp/20010808elpepunac_3/Tes
1088,drowned,drowning or exhaustion related death,United,2001-08-04T00:00:00Z,2001,0,0,1,"drowned while trying to cross the Strait of Gibraltar, body found on the coast near Tarifa (E) (Aug 4, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Aug 04, 2001",NW/Mugak/ELM/DiarioVasco,
1089,drowned,drowning or exhaustion related death,United,2001-07-14T00:00:00Z,2001,0,0,4,"drowned, vessel collided with rocks near Tarifa (E) attempting to escape police (Jul 14, 2001). From Del Grande's data set (translated): A boat crashing against the rocks of La Caleta, in Tarifa, 4 men drown (Jul 16, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Jul 14, 2001",MNS/ODP,http://www.elpais.com/articulo/espana/inmigrantes/papeles/mueren/intentaban/alcanzar/costas/Tarifa/elpepiesp/20010716elpepinac_13/Tes
1090,drowned,drowning or exhaustion related death,United,2001-07-12T00:00:00Z,2001,0,0,1,"drowned, body found on a beach in Tarifa (E) (Jul 12, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Jul 12, 2001",Statewatch/MUGAK,
1091,drowned,drowning or exhaustion related death,United,2001-07-10T00:00:00Z,2001,0,0,1,"drowned near Bodrum in Turkey when smugglers boat capsized   (Jul 10, 2001)",Bodrum,37.035339,27.43029,"37.035339, 27.43029","Event at Bodrum on Jul 10, 2001",VK,
1092,drowned,drowning or exhaustion related death,United,2001-07-10T00:00:00Z,2001,0,0,12,"drowned, when vessel capsized near Bodrum at South-West cost of Turkey (Jul 10, 2001)",Bodrum,37.035339,27.43029,"37.035339, 27.43029","Event at Bodrum on Jul 10, 2001",MNS/VK/AFP,
1093,drowned,drowning or exhaustion related death,Del grande,2001-07-08T00:00:00Z,2001,0,0,4,"Ragusa: 4 people thrown overboard by traffickers drown trying to swim to the coast (Jul 9, 2001)",ragusa,36.926927,14.725513,"36.926927, 14.725513","Event at Ragusa on Jul 08, 2001",La Repubblica,http://www.repubblica.it/2004/a/sezioni/cronaca/clandestini/cronotra/cronotra.html
1094,drowned,drowning or exhaustion related death,United,2001-06-15T00:00:00Z,2001,0,0,1,"drowned, jumped into sea from vessel when detected and hit his head, on way to Spain (Jun 15, 2001)",Spanish coast,37.931706,-0.660553,"37.931706, -0.660553","Event at Spanish Coast on Jun 15, 2001",MNS,
1095,drowned,drowning or exhaustion related death,Del grande,2001-06-14T00:00:00Z,2001,0,0,6,"A boat hits a rocky islet of Chtapodia, in the Cyclades, and sinks, 6 drowned (Jun 15, 2001)","Chtapodia, greece",37.411111,25.568889,"37.411111, 25.568889","Event at Chtapodia, Greece on Jun 14, 2001",Ansa,http://dea.ansa.it/
1096,drowned,drowning or exhaustion related death,United,2001-06-13T00:00:00Z,2001,0,0,4,"reportedly drowned, when vessel hit a rocky islet near Mykonos (GR) and sank (Jun 13, 2001)",mykonos,37.446719,25.328862,"37.446719, 25.328862","Event at Mykonos on Jun 13, 2001",MNS,
1097,drowned,drowning or exhaustion related death,United,2001-06-13T00:00:00Z,2001,0,0,6,"drowned when vessel hit a rocky islet near Mykonos (GR) and sank (Jun 13, 2001)",mykonos,37.446719,25.328862,"37.446719, 25.328862","Event at Mykonos on Jun 13, 2001",MNS,
1098,drowned,drowning or exhaustion related death,Del grande,2001-06-10T00:00:00Z,2001,0,0,1,"Found on a beach of Tarifa the corpse of a drowned man (Jun 11, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Jun 10, 2001",El Pais,http://www.elpais.com/articulo/espana/Guardia/Civil/encuentra/cadaver/inmigrante/Tarifa/interceptar/papeles/elpepuesp/20010611elpepunac_2/Tes
1099,drowned,drowning or exhaustion related death,United,2001-06-10T00:00:00Z,2001,0,0,5,"drowned, after vessel capsized near the South-West coast of Turkey (Jun 10, 2001)",Turkey to Greece,38.652771,26.613007,"38.652771, 26.613007","Event at Turkey To Greece on Jun 10, 2001",MNS/DPA,
1100,drowned,drowning or exhaustion related death,United,2001-05-31T00:00:00Z,2001,0,0,1,"drowned, arts found on the beach of Bolonia, Tarifa (E) (May 31, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on May 31, 2001",Gara/Diario Vasco,
1101,drowned,drowning or exhaustion related death,United,2001-05-29T00:00:00Z,2001,0,0,15,"reportedly drowned, near Fuerte Ventura (E) after patrol boat intercepted vessel (May 29, 2001). From Del Grande's data set (translated): The Civil Guard rescues boat 2 miles from the island of Fuerteventura, in the Canary Islands. Passengers stand up to greet the rescue, but in doing so the boat capsizes. 15 die in drowning (Jun 1, 2001)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676","Event at Fuerteventura on May 29, 2001",MNS/IRR/Mugak/EP/AFP,http://www.elpais.com/articulo/espana/inmigrantes/ahogan/iban/ser/abordados/Guardia/Civil/elpepiesp/20010601elpepinac_7/Tes
1102,drowned,drowning or exhaustion related death,United,2001-05-23T00:00:00Z,2001,0,0,1,"reportedly drowned, found dead on beach near Melilla (E/MA) (May 23, 2001)",melilla,35.292278,-2.938097,"35.292278, -2.938097","Event at Melilla on May 23, 2001",MNS,
1103,drowned,drowning or exhaustion related death,United,2001-05-23T00:00:00Z,2001,0,0,1,"drowned after small boat capsized near Cadiz (E) (May 23, 2001)",cadiz,36.527061,-6.288596,"36.527061, -6.288596","Event at Cadiz on May 23, 2001",MNS/ELM,
1104,drowned,drowning or exhaustion related death,United,2001-05-08T00:00:00Z,2001,0,0,5,"drowned in the attempt to swim to the beach of the Greek island of Evia (May 8, 2001)",evia,38.523604,23.858474,"38.523604, 23.858474","Event at Evia on May 08, 2001",DPA,
1105,drowned,drowning or exhaustion related death,United,2001-05-01T00:00:00Z,2001,0,0,10,"drowned near Tarifa (E) when small boat capsized trying to reach Spain (May 1, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on May 01, 2001",MNS/NW/ELM/EP/Gara/DiarioVasco,
1106,drowned,drowning or exhaustion related death,United,2001-05-01T00:00:00Z,2001,0,0,1,"drowned near Tarifa (E) after small boat capsized trying to reach Spain (May 1, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on May 01, 2001",MNS/NW/ELM/EP/Gara/DiarioVasco,
1107,drowned,drowning or exhaustion related death,United,2001-05-01T00:00:00Z,2001,0,0,1,"drowned near Tarifa (E) after small boat capsized in attempt to reach Spain (May 1, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on May 01, 2001",MNS/NW/ELM/EP/Gara/DiarioVasco,
1108,drowned,drowning or exhaustion related death,United,2001-05-01T00:00:00Z,2001,0,0,1,"drowned after small boat capsized near Tarifa (E), on the way to Spain (May 1, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on May 01, 2001",MNS/NW/ELM/EP/Gara/DiarioVasco,
1109,drowned,drowning or exhaustion related death,United,2001-04-17T00:00:00Z,2001,0,0,1,"drowned, fell into a water-filled quarry near Putzkau (D/CZ) trying to escape police control (Apr 17, 2001)",Putzkau,51.103951,14.235404,"51.103951, 14.235404","Event at Putzkau on Apr 17, 2001",EIS/NW/LausitzerRundschau/FreiePresse/MNS/IRR/ARI,
1110,drowned,drowning or exhaustion related death,United,2001-04-02T00:00:00Z,2001,0,0,2,"drowned after shipwreck occured 1 month before, bodies found near Tarifa (E) (Apr 2, 2001). From Del Grande's data set (translated): A young man just landed in Tarifa died by falling into a ravine 10 meters deep while he was fleeing from the Guardia Civil (Apr 7, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Apr 02, 2001",MNS/EP,http://www.elpais.com/articulo/espana/Muere/magrebi/huir/control/judicial/elpepiesp/20010407elpepinac_11/Tes
1111,drowned,drowning or exhaustion related death,United,2001-03-27T00:00:00Z,2001,0,0,1,"reportedly drowned while trying to swim ashore, body found on a beach near Tarifa (E)  (Mar 27, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Mar 27, 2001",MNS/AP,
1112,drowned,drowning or exhaustion related death,United,2001-03-23T00:00:00Z,2001,0,0,2,"died after boat of Italian navy crushed their boat in the Canal Otranto (I) (Mar 23, 2001)",otranto,40.143898,18.491168,"40.143898, 18.491168","Event at Otranto on Mar 23, 2001",GARA,
1113,drowned,drowning or exhaustion related death,United,2001-03-22T00:00:00Z,2001,0,0,1,"drowned on his way to E, found in advanced state of decomposition near Tarifa (E) (Mar 22, 2001). From Del Grande's data set (translated): Found the bodies of 2 boys and 2 girls on the beaches of Tarifa (Mar 22, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Mar 22, 2001",EP/GARA,http://www.elpais.com/articulo/espana/Hallados/cadaveres/inmigrantes/costa/Tarifa/elpepiesp/20010322elpepinac_18/Tes
1114,drowned,drowning or exhaustion related death,United,2001-03-20T00:00:00Z,2001,0,0,7,"drowned on their way to Spain, found near Tarifa (E) (Mar 20, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Mar 20, 2001",Gara,
1115,drowned,drowning or exhaustion related death,United,2001-03-20T00:00:00Z,2001,0,0,1,"drowned after boat crushed, bodies washed ashore along beach near Tarifa (E)  (Mar 20, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Mar 20, 2001",MNS/DiarioVasco/Gara,
1116,drowned,drowning or exhaustion related death,United,2001-03-20T00:00:00Z,2001,0,0,3,"drowned, found dead on beach near Tarifa (E) after boat was collided (Mar 20, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Mar 20, 2001",MNS/DiarioVasco/Gara,
1117,drowned,drowning or exhaustion related death,United,2001-03-15T00:00:00Z,2001,0,0,1,"drowned near the coast of Melilla (E/MA) after being forced overboard by smuggler (Mar 15, 2001). From Del Grande's data set (translated): Thrown into the sea from a small boat off the coast of Melilla, 1 dead (Mar 18, 2001)",melilla,35.292278,-2.938097,"35.292278, -2.938097","Event at Melilla on Mar 15, 2001",MNS/EP,http://www.elmundo.es/elmundo/2001/03/16/sociedad/984739056.html
1118,drowned,drowning or exhaustion related death,Del grande,2001-03-04T00:00:00Z,2001,0,0,2,"Recovered the bodies of two men drowned off the coast of Tarifa (Mar 5, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Mar 04, 2001",El Pais,http://www.elpais.com/articulo/espana/Guardia/Civil/recupera/cadaveres/costa/Tarifa/elpepiesp/20010305elpepinac_19/Tes
1119,drowned,drowning or exhaustion related death,Del grande,2001-02-10T00:00:00Z,2001,0,0,2,"2 bodies recovered in an advanced state of decomposition on the beaches of Tarifa, perhaps drowned in the sinking of the last week (Feb 11, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Feb 10, 2001",El Pais,http://www.elpais.com/articulo/espana/RECUPERADOS/CADaVERES/COSTA/TARIFA/elpepiesp/20010211elpepinac_2/Tes
1120,drowned,drowning or exhaustion related death,Del grande,2001-02-05T00:00:00Z,2001,0,0,30,"Recovered the bodies of 10 men drowned in a shipwreck in the waters of Tarifa, another 20 people are reported missing (Feb 6, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Feb 05, 2001",El Pais,http://www.elpais.com/articulo/espana/inmigrantes/mueren/naufragio/embarcacion/frente/playa/Tarifa/elpepiesp/20010206elpepinac_6/Tes
1121,drowned,drowning or exhaustion related death,United,2001-12-31T00:00:00Z,2001,0,0,4,"drowned trying to cross the Iranian-Turkish border near Ertülü (TR) (Dec 31, 2001)",iran,32.427908,53.688046,"32.427908, 53.688046","Event at Iran on Dec 31, 2001",HRFT,
1122,drowned,drowning or exhaustion related death,United,2001-12-31T00:00:00Z,2001,0,0,4,"drowned, dead bodies discovered by Spanish police near Cabo de Gata (E) (Dec 31, 2001)",gata,38.77474,0.08519,"38.77474, 0.08519","Event at Gata on Dec 31, 2001",ANP/AFP,
1123,drowned,drowning or exhaustion related death,United,2001-12-31T00:00:00Z,2001,0,0,1,"drowned, forced by smugglers to cross river March (SK-A) by swimming (Dec 31, 2001)",Slovakia to Slovakia,48.60192,17.666016,"48.60192, 17.666016","Event at Slovakia To Slovakia on Dec 31, 2001",Der Standard,
